ticker,name,close,change,volume,market_cap,logo,sector,subsector,type,subtype,asset_class,turnover_proxy
KDIF11,KDIF11,112.33,-0.51,52435.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,fi-infra,FI-INFRA,5890023.55
BRAP3,BRADESPAR S.A.,17.67,-1.67,51600.0,7688957352.0,https://icons.brapi.dev/icons/BRAP3.svg,Finance,Minerais Metálicos,stock,stock,AÇÃO B3,911772.0000000001
JSCR11,JSCR11,7.8,-0.38,51509.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,401770.2
WRLD11,WRLD11,153.37,0.63,50805.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,7791962.850000001
SKHY34,SKHY34,53.63,-2.01,49570.0,4238585858072.411,https://icons.brapi.dev/icons/BRAPI.svg,Electronic Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,2658439.1
TAEE4F,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,12.8,-0.93,49204.0,13163302969.0,https://icons.brapi.dev/icons/BRAPI.svg,Industrial Services,,stock,stock,AÇÃO B3,629811.2000000001
SNME11,SNME11,9.44,0.53,49147.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Multicategoria,fund,fii,FII,463947.68
PSSA3F,PORTO SEGURO S.A.,46.76,-0.3,48928.0,30024071823.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,2287873.28
KNUQ11,KNUQ11,103.14,-0.54,48668.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,fii,FII,5019617.5200000005
RBRY11,RBRY11,80.72,0.71,48498.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,3914758.56
BRKM5F,BRASKEM S.A.,5.07,-6.46,47906.0,3775562536.0,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,,stock,stock,AÇÃO B3,242883.42
JSRE11,JSRE11,56.52,-0.12,47614.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,2691143.2800000003
RARA11,RARA11,18.33,3.68,47346.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,867852.1799999999
RCSL3,RECRUSUL S.A.,0.41,0.0,47200.0,64037278.0,https://icons.brapi.dev/icons/RCSL3.svg,Producer Manufacturing,Material Rodoviário,stock,stock,AÇÃO B3,19352.0
CPLE3F,CIA PARANAENSE DE ENERGIA - COPEL,13.75,-0.94,46547.0,40986981000.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,640021.25
PSEC11,PSEC11,49.57,0.36,46317.0,,https://icons.brapi.dev/icons/RVBI11.svg,,Outros,fund,fii,FII,2295933.69
ALUP4,ALUPAR INVESTIMENTO S/A,10.18,0.3,45800.0,10459060268.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,466244.0
SPXI11,SPXI11,55.66,0.2,45730.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,2545331.8
COIN11,COIN11,38.78,-0.1,45648.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,1770229.44
ARRI11,ARRI11,4.59,-0.65,45557.0,,https://icons.brapi.dev/icons/ARRI11.svg,,Multicategoria,fund,fii,FII,209106.63
RECR11,RECR11,75.1,1.0,45192.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,3393919.1999999997
RBRR11,RBRR11,73.56,0.23,44923.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,3304535.88
TECN3,TECHNOS S.A.,9.7,-0.21,44600.0,553089536.0,https://icons.brapi.dev/icons/TECN3.svg,Consumer Durables,Acessórios,stock,stock,AÇÃO B3,432619.99999999994
RZTR11,RZTR11,82.48,-0.63,44189.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Outros,fund,fii,FII,3644708.72
ISAE4F,ISA ENERGIA BRASIL S.A,25.71,-1.12,43770.0,19469745288.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,1125326.7
VISC11,VISC11,102.37,-0.41,43694.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Shoppings,fund,fii,FII,4472954.78
PVBI11,PVBI11,65.19,-0.11,43177.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Escritórios,fund,fii,FII,2814708.63
BITH11,BITH11,74.24,-0.01,42411.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,3148592.6399999997
CACR11,CACR11,14.0,3.09,42192.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,590688.0
PMLL11,PMLL11,100.32,0.35,41017.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Shoppings,fund,fii,FII,4114825.44
TTEN3F,TRÊS TENTOS AGROINDUSTRIAL S/A,9.93,-10.86,40907.0,5533151359.0,https://icons.brapi.dev/icons/BRAPI.svg,Commercial Services,,stock,stock,AÇÃO B3,406206.51
SPXS11,SPXS11,7.39,-0.54,40798.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Multicategoria,fund,fii,FII,301497.22
MGLU3F,MAGAZINE LUIZA S.A.,3.95,-1.74,40639.0,2805345670.0,https://icons.brapi.dev/icons/BRAPI.svg,Retail Trade,,stock,stock,AÇÃO B3,160524.05000000002
NIKE34,NIKE34,21.36,0.8,40495.0,318068909495.5798,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,bdr,bdr,AÇÃO GLOBAL / BDR,864973.2
HSML11,HSML11,82.24,-1.03,40314.0,,https://icons.brapi.dev/icons/HSML11.svg,Miscellaneous,Shoppings,fund,fii,FII,3315423.36
PMAM3F,PARANAPANEMA S.A.,0.12,-7.69,40216.0,41607549.0,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,4825.92
VSLH11,VSLH11,1.65,0.0,39423.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Multicategoria,fund,fii,FII,65047.95
BOEF39,ISHARES S&P 100 ETF,98.57,1.04,39085.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,3852608.4499999997
BIOM3,BIOMM S.A.,5.7,4.59,38800.0,745845979.0,https://icons.brapi.dev/icons/BIOM3.svg,Health Technology,Medicamentos e Outros Produtos,stock,stock,AÇÃO B3,221160.0
KNRI11,KNRI11,150.8,-0.1,38715.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,5838222.0
HIGH11,HIGH11,72.95,-1.07,38625.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,2817693.75
PDGR3,PDG REALTY S.A. EMPREEND E PARTICIPACOES,1.27,0.79,38500.0,4142232.0,https://icons.brapi.dev/icons/PDGR3.svg,Finance,Incorporações,stock,stock,AÇÃO B3,48895.0
TIMS3F,TIM S.A.,18.3,1.67,38482.0,42938443988.0,https://icons.brapi.dev/icons/BRAPI.svg,Communications,,stock,stock,AÇÃO B3,704220.6
B2HI34,B2HI34,1.44,-4.0,38095.0,26574665210.60842,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,54856.799999999996
BRBI11F,BRBI BR PARTNERS S.A.,12.29,0.08,37992.0,,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,466921.68
LREN3F,LOJAS RENNER S.A.,11.32,-2.41,37262.0,11552424387.0,https://icons.brapi.dev/icons/BRAPI.svg,Retail Trade,,stock,stock,AÇÃO B3,421805.84
MCCI11,MCCI11,90.9,-0.22,37261.0,,https://icons.brapi.dev/icons/MCCI11.svg,,Multicategoria,fund,fii,FII,3387024.9000000004
BIWM39,ISHARES RUSSELL 2000 ETF,79.63,1.05,37212.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,2963191.56
BRCO11,BRCO11,110.75,-0.38,36983.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Logística,fund,fii,FII,4095867.25
VGRI11,VGRI11,5.26,0.0,36950.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Outros,fund,fii,FII,194357.0
VCRI11,VCRI11,7.2,-1.37,36938.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Outros,fund,fii,FII,265953.60000000003
SNID11,SNID11,10.76,4.36,36878.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,396807.27999999997
VRTM11,VRTM11,6.32,-1.25,36760.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Multicategoria,fund,fii,FII,232323.2
AAZQ11,AAZQ11,6.19,1.64,36443.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Outros,fund,fi-agro,FIAGRO,225582.17
KLBN11F,KLABIN S.A.,17.5,0.29,36407.0,,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,637122.5
ASML34,ASML34,175.37,0.11,35904.0,3685401187469.1665,https://icons.brapi.dev/icons/BRAPI.svg,Electronic Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,6296484.48
EMBJ3F,EMBJ3F,98.62,2.59,35389.0,69869798847.0,https://icons.brapi.dev/icons/BRAPI.svg,Electronic Technology,,stock,stock,AÇÃO B3,3490063.18
HGCR11,HGCR11,89.19,-0.26,35235.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Outros,fund,fii,FII,3142609.65
VIVT3F,TELEFÔNICA BRASIL S.A,29.72,1.02,34989.0,94517395551.0,https://icons.brapi.dev/icons/BRAPI.svg,Communications,,stock,stock,AÇÃO B3,1039873.08
CPOF11,CPOF11,115.0,0.0,34848.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Outros,fund,fii,FII,4007520.0
AZPL11,AZPL11,7.35,0.0,34273.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Logística,fund,fii,FII,251906.55
DMVF3,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,6.44,0.31,34100.0,324870264.0,https://icons.brapi.dev/icons/DMVF3.svg,Distribution Services,Medicamentos e Outros Produtos,stock,stock,AÇÃO B3,219604.0
INEP3,INEPAR S.A. INDUSTRIA E CONSTRUCOES,1.5,4.17,33900.0,77198770.0,https://icons.brapi.dev/icons/INEP3.svg,Producer Manufacturing,Máq. e Equip. Industriais,stock,stock,AÇÃO B3,50850.0
B3SA3F,B3 S.A. - BRASIL. BOLSA. BALCÃO,14.5,-2.36,33249.0,71905699755.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,482110.5
XPIE11,XPIE11,39.8,-0.92,33110.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,fip,FIP,1317778.0
RAIZ4F,RAIZEN S.A.,0.25,0.0,33041.0,2588127368.0,https://icons.brapi.dev/icons/BRAPI.svg,Retail Trade,,stock,stock,AÇÃO B3,8260.25
FSPE11,FSPE11,0.28,3.7,33000.0,,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,fund,etf,ETF,9240.0
WEGE3F,WEG S.A.,47.4,-0.61,32991.0,199310556641.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,1563773.4
JHSF3F,JHSF PARTICIPACOES S.A.,10.9,4.71,32921.0,7176565936.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,358838.9
HAPV3F,HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,6.79,3.98,32897.0,3189039674.0,https://icons.brapi.dev/icons/BRAPI.svg,Health Services,,stock,stock,AÇÃO B3,223370.63
S2NA34,S2NA34,4.65,3.79,32855.0,46611276817.472694,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,152775.75
HCTR11,HCTR11,14.13,0.28,32810.0,322131216.0,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,463605.30000000005
AMOB3,AUTOMOB PARTICIPAÇÕES S.A.,11.92,-3.4,32800.0,467513971.0,https://icons.brapi.dev/icons/AMOB3.svg,Retail Trade,Automóveis e Motocicletas,stock,stock,AÇÃO B3,390976.0
BERK34,BERK34,131.75,-0.14,32714.0,5078594895475.818,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,4310069.5
BPAC11F,BCO BTG PACTUAL S.A.,51.15,1.31,32446.0,,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,1659612.9
JPMC34,JPMC34,188.8,0.36,32276.0,5019313473411.337,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,6093708.800000001
GOAU3,METALURGICA GERDAU S.A.,9.83,-0.71,32200.0,13928652093.0,https://icons.brapi.dev/icons/GOAU3.svg,Non-Energy Minerals,Siderurgia,stock,stock,AÇÃO B3,316526.0
MDIA3F,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,17.19,1.72,31988.0,5689460119.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,stock,stock,AÇÃO B3,549873.7200000001
VIUR11,VIUR11,2.29,1.33,31815.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Outros,fund,fii,FII,72856.35
SPXH11,SPXH11,59.38,-0.18,31612.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,1877120.56
L1RC34,L1RC34,39.35,0.13,31467.0,2192967850072.803,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,bdr,bdr,AÇÃO GLOBAL / BDR,1238226.45
PINE3,BCO PINE S.A.,9.98,-0.8,31400.0,2628903818.0,https://icons.brapi.dev/icons/PINE3.svg,Finance,Bancos,stock,stock,AÇÃO B3,313372.0
HAGA4,HAGA S.A. INDUSTRIA E COMERCIO,1.64,5.13,31200.0,22411666.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Durables,,stock,stock,AÇÃO B3,51168.0
LUXM4,TREVISA INVESTIMENTOS S.A.,2.65,0.76,30900.0,79357923.0,https://icons.brapi.dev/icons/BRAPI.svg,Transportation,,stock,stock,AÇÃO B3,81885.0
C2OI34,C2OI34,31.12,-2.78,30425.0,178298100750.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,946826.0
FICT3,FICTOR ALIMENTOS S.A,0.19,-5.0,30300.0,8772440.0,https://icons.brapi.dev/icons/FICT3.svg,Commercial Services,Outros,stock,stock,AÇÃO B3,5757.0
BMEB4,BCO MERCANTIL DO BRASIL S.A.,55.06,-1.08,30200.0,6200864370.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,1662812.0
UTLL11,UTLL11,111.37,-0.68,30074.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,3349341.3800000004
JURO11,JURO11,94.5,-0.21,29993.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,fi-infra,FI-INFRA,2834338.5
DEVA11,DEVA11,16.81,1.88,29970.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Multicategoria,fund,fii,FII,503795.69999999995
BMGB4F,BANCO BMG S.A.,5.07,2.42,29893.0,1147992068.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,151557.51
BSIL39,GLOBAL X SILVER MINERS ETF,45.94,-1.67,29481.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,1354357.14
CSMG3F,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,55.88,-0.34,29477.0,21309975906.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,1647174.76
CAPE11,CAPE11,134.57,-0.34,29221.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,3932269.9699999997
IGTI3,IGUATEMI S.A.,3.15,-0.63,29100.0,7433282307.0,https://icons.brapi.dev/icons/IGTI3.svg,Finance,Exploração de Imóveis,stock,stock,AÇÃO B3,91665.0
GLDI11,GLDI11,57.16,0.72,29045.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,1660212.2
TAEE3F,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,12.46,-1.58,28784.0,13163302969.0,https://icons.brapi.dev/icons/BRAPI.svg,Industrial Services,,stock,stock,AÇÃO B3,358648.64
PFIN11,PFIN11,61.3,0.0,28127.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,fip,FIP,1724185.0999999999
GLDX11,GLDX11,107.0,1.25,28103.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,3007021.0
GRND3F,GRENDENE S.A.,3.57,1.42,28046.0,3157559906.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,stock,stock,AÇÃO B3,100124.22
PIBB11,PIBB11,297.81,-0.31,27934.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,8319024.54
AGXY3,AGROGALAXY PARTICIPAÇÕES S.A.,1.45,-3.33,27900.0,28114789.0,https://icons.brapi.dev/icons/AGXY3.svg,Distribution Services,Agricultura,stock,stock,AÇÃO B3,40455.0
FESA4F,CIA FERRO LIGAS DA BAHIA - FERBASA,4.83,-3.78,27899.0,2392411831.0,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,134752.17
VULC3F,VULCABRAS S.A.,13.63,-0.29,27789.0,4341041233.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,stock,stock,AÇÃO B3,378764.07
BURA39,GLOBAL X URANIUM ETF,39.12,-1.73,27589.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,1079281.68
BRCR11,BRCR11,38.79,0.31,27473.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,1065677.67
PCIP11,PCIP11,72.0,-0.28,27128.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Outros,fund,fii,FII,1953216.0
WHGR11,WHGR11,8.3,-0.36,27080.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,224764.00000000003
KNRE11,KNRE11,0.32,-3.03,26975.0,,https://icons.brapi.dev/icons/KNRE11.svg,,Residencial,fund,fii,FII,8632.0
ETER3,ETERNIT S.A.,3.72,0.54,26900.0,228537106.0,https://icons.brapi.dev/icons/ETER3.svg,Non-Energy Minerals,Produtos para Construção,stock,stock,AÇÃO B3,100068.0
BSLV39,ISHARES SILVER TRUST,102.0,1.94,26889.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,2742678.0
ABCB4F,BCO ABC BRASIL S.A.,22.75,0.53,26515.0,5900073293.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,603216.25
CAMB3,CAMBUCI S.A.,8.1,-1.34,26100.0,347078391.0,https://icons.brapi.dev/icons/CAMB3.svg,Consumer Non-Durables,Calçados,stock,stock,AÇÃO B3,211410.0
COCA34,COCA34,76.53,1.23,25991.0,1955948053437.3374,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,bdr,bdr,AÇÃO GLOBAL / BDR,1989091.23
SAPR11F,CIA SANEAMENTO DO PARANA - SANEPAR,32.46,2.59,25958.0,,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,842596.68
AZZA3F,AZZAS 2154 S.A.,14.8,-3.01,25700.0,3148671318.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,stock,stock,AÇÃO B3,380360.0
RANI3F,IRANI PAPEL E EMBALAGEM S.A.,7.7,-2.65,25484.0,1790782067.0,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,,stock,stock,AÇÃO B3,196226.80000000002
AURE3F,AUREN ENERGIA S.A.,10.02,-3.19,25380.0,10808390113.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,254307.59999999998
SAPI11,SAPI11,8.84,-0.56,25380.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Multicategoria,fund,fii,FII,224359.19999999998
LAND3,TERRA SANTA PROPRIEDADES AGRICOLAS S.A.,9.13,-1.3,25300.0,890099373.0,https://icons.brapi.dev/icons/LAND3.svg,Finance,Agricultura,stock,stock,AÇÃO B3,230989.00000000003
KNCA11,KNCA11,86.9,0.25,25061.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Títulos e Val. Mob.,fund,fi-agro,FIAGRO,2177800.9000000004
CMIN3F,CSN MINERAÇÃO S.A.,5.6,0.54,25000.0,29656171884.0,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,140000.0
EQTL3F,EQUATORIAL S.A.,34.97,0.46,24964.0,42846600442.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,872991.08
VRTA11,VRTA11,69.46,0.58,24907.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Outros,fund,fii,FII,1730040.2199999997
FIQE3F,UNIFIQUE TELECOMUNICAÇÕES S.A.,4.75,-1.04,24776.0,1903643408.0,https://icons.brapi.dev/icons/BRAPI.svg,Communications,,stock,stock,AÇÃO B3,117686.0
BRSR6F,BCO ESTADO DO RIO GRANDE DO SUL S.A.,13.29,0.3,24683.0,6194250323.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,328037.07
VISA34,VISA34,96.49,1.59,24554.0,3548166822433.6973,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,2369215.46
BDIF11,BDIF11,70.55,0.43,24120.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,1701666.0
KORE11,KORE11,64.64,-0.14,23973.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Outros,fund,fii,FII,1549614.72
XCAP11,XCAP11,47.1,-0.84,23801.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,etf,ETF,1121027.1
BDIV11,BDIV11,39.6,-0.43,23784.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,fip,FIP,941846.4
CPTI11,CPTI11,82.77,-0.76,23752.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,etf,ETF,1965953.0399999998
SPYI11,SPYI11,112.02,0.6,23674.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,2651961.48
DIVS11,DIVS11,93.3,0.86,23432.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,etf,ETF,2186205.6
BSLI3,BRB BCO DE BRASILIA S.A.,2.85,-2.73,23200.0,1417868154.0,https://icons.brapi.dev/icons/BSLI3.svg,Finance,Bancos,stock,stock,AÇÃO B3,66120.0
DIVD11,DIVD11,58.56,-0.26,23190.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,1358006.4000000001
URPR11,URPR11,19.83,0.41,23144.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Outros,fund,fii,FII,458945.51999999996
SLCE3F,SLC AGRICOLA S.A.,13.38,-0.89,23126.0,6599750979.0,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,,stock,stock,AÇÃO B3,309425.88
VGIP11,VGIP11,73.19,0.07,22798.0,,https://icons.brapi.dev/icons/VGIP11.svg,,Multicategoria,fund,fii,FII,1668585.6199999999
EVEB31,EVE HOLDING. INC.,13.89,-2.59,22778.0,5074164264.170567,https://icons.brapi.dev/icons/BRAPI.svg,Electronic Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,316386.42000000004
BOVB11,BOVB11,171.1,-0.1,22553.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,3858818.3
KEPL3F,KEPLER WEBER S.A.,5.81,0.17,22346.0,1033304462.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,129830.26
S2NW34,S2NW34,42.9,-2.39,22209.0,608091064752.9901,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,952766.1
BCPX39,GLOBAL X COPPER MINERS ETF,43.75,-1.13,22167.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,969806.25
VAMO3F,VAMOS LOCAÇÃO DE CAMINHÕES. MÁQUINAS E EQUIP. S.A.,2.88,0.7,22046.0,3385194102.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,63492.479999999996
SUZB3F,SUZANO S.A.,42.24,1.91,21946.0,51961140869.0,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,,stock,stock,AÇÃO B3,926999.04
SNFZ11,SNFZ11,9.45,0.75,21803.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fi-agro,FIAGRO,206038.34999999998
PRIO3F,PRIO S.A.,58.6,-1.43,21697.0,49229981133.0,https://icons.brapi.dev/icons/BRAPI.svg,Energy Minerals,,stock,stock,AÇÃO B3,1271444.2
WIZC3F,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,7.56,-0.26,21631.0,1207300052.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,163530.36
FATN11,FATN11,77.38,-0.12,21491.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Híbrido,fund,fii,FII,1662973.5799999998
CSAN3F,COSAN S.A.,3.3,-0.9,21453.0,13142804951.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,70794.9
ITSA3F,ITAUSA S.A.,12.69,0.0,21362.0,140318638863.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,271083.77999999997
VILG11,VILG11,88.5,-1.1,21320.0,,https://icons.brapi.dev/icons/VILG11.svg,Miscellaneous,Logística,fund,fii,FII,1886820.0
ALUP3,ALUPAR INVESTIMENTO S/A,10.92,-3.36,21200.0,10459060268.0,https://icons.brapi.dev/icons/ALUP3.svg,Utilities,Energia Elétrica,stock,stock,AÇÃO B3,231504.0
CPTR11,CPTR11,7.7,-0.26,21115.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Outros,fund,fi-agro,FIAGRO,162585.5
IFRA11,IFRA11,89.49,-1.12,21085.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,1886896.65
CCME11,CCME11,8.48,1.56,21040.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Multicategoria,fund,fii,FII,178419.2
